92 100091
12 40 5
38 85 60
33 10 8
19 61 65
58 16 66
6 56 83
55 34 99
5 53 12
58 12 94
85 58 89
24 31 26
25 26 70
53 12 14
61 25 29
2 30 81
88 27 88
28 15 36
23 40 34
49 87 5
52 89 51
14 23 31
20 46 66
10 21 32
4 23 9
9 87 72
44 40 11
4 85 92
68 81 46
77 18 8
8 87 14
37 12 94
9 46 81
5 62 58
6 31 50
62 60 29
32 39 93
10 89 42
50 39 2
74 53 87
62 37 53
29 51 63
84 53 3
39 73 87
61 73 4
51 31 53
15 76 89
54 88 46
57 86 10
68 13 18
49 85 37
5 14 58
86 76 82
61 60 3
17 63 18
58 88 62
76 0 24
2 70 46
39 17 57
77 68 91
39 71 9
51 48 62
3 71 66
1 58 11
13 43 49
5 42 97
3 89 46
19 3 9
52 73 32
12 11 52
74 53 21
64 10 52
28 64 61
10 22 40
54 18 12
12 55 59
1 90 11
71 90 80
76 32 91
79 59 53
26 25 41
35 86 27
87 38 95
72 13 97
62 63 87
28 35 73
90 48 71
35 6 72
62 61 10
37 78 32
22 38 58
32 6 31
91 60 61
82 34 55
39 81 9
53 17 82
60 18 1
37 67 18
13 69 3
3 64 22
15 40 86
53 69 23
22 21 41
4 87 10
36 43 22
77 44 61
7 76 76
71 77 60
58 42 70
3 27 46
31 89 39
12 6 79
78 33 52
86 38 43
23 77 2
6 55 54
5 17 100
29 82 91
63 40 4
79 16 44
26 39 93
38 2 71
80 76 99
12 46 66
55 23 26
30 31 52
6 28 10
49 7 69
50 72 97
5 85 57
48 70 30
22 8 56
0 32 12
8 78 72
90 6 22
78 27 5
2 90 2
18 69 31
91 10 32
66 68 52
68 26 19
88 71 60
8 71 99
58 32 27
5 56 55
57 21 52
11 30 43
36 79 72
22 33 76
53 5 67
12 13 29
26 10 20
59 52 43
8 58 66
20 10 76
37 11 96
80 76 52
86 66 37
27 30 1
82 83 22
37 65 100
77 43 15
56 30 46
36 0 13
84 47 28
71 3 66
3 89 95
18 51 8
13 65 4
37 81 61
50 12 71
3 6 39
58 57 49
10 20 81
79 21 5
88 57 35
0 25 33
32 55 44
21 35 77
21 20 9
78 61 59
36 71 97
45 70 28
22 74 1
58 57 99
17 86 97
16 33 68
64 12 35
73 59 48
24 80 12
46 52 52
19 62 89
75 40 84
9 7 35
25 8 92
50 47 67
10 45 75
12 66 25
7 5 20
53 31 56
1 16 39
65 8 28
56 82 62
22 54 75
5 6 80
13 36 57
60 4 53
74 32 29
87 26 16
83 88 43
48 64 84
49 27 59
21 44 85
2 41 60
63 40 11
9 64 86
86 53 76
87 71 8
83 67 36
64 77 6
31 39 72
38 21 35
71 81 56
56 37 80
64 3 28
48 71 26
20 69 52
51 64 8
23 87 86
76 90 89
67 68 26
2 60 10
55 48 29
35 51 46
78 76 93
45 25 86
60 27 52
45 67 52
31 7 44
84 30 66
13 63 67
37 72 43
84 28 62
85 7 71
30 65 82
90 51 24
28 74 18
71 22 69
24 29 64
91 88 52
80 75 60
5 12 8
2 77 82
13 75 81
10 18 48
14 37 66
45 46 20
64 78 34
7 50 61
55 29 2
6 65 47
55 82 55
12 58 37
46 56 24
47 77 97
51 78 1
78 53 63
74 61 14
0 30 33
49 52 87
16 50 74
11 57 30
3 55 95
63 14 10
57 30 49
60 64 65
62 39 34
54 86 41
33 41 62
50 21 68
43 23 26
29 78 81
33 41 31
72 84 22
73 14 20
13 59 14
80 86 53
8 44 10
74 30 53
3 67 9
59 70 40
19 2 62
52 7 72
29 83 34
72 54 12
91 68 18
20 48 11
37 78 49
5 6 93
44 10 45
8 28 43
86 64 69
12 80 70
58 32 1
4 62 14
25 8 79
90 35 73
58 44 9
36 72 81
68 51 20
83 37 14
0 77 100
88 90 34
53 68 17
9 62 57
75 38 40
32 60 88
17 12 15
11 55 70
54 24 73
82 5 61
90 30 71
29 1 52
62 74 75
45 34 31
86 67 58
25 58 8
71 58 6
31 42 11
9 52 44
16 36 46
44 63 40
77 71 98
88 9 23
5 78 61
37 90 86
73 58 77
19 2 55
13 2 75
24 14 83
33 38 91
89 65 20
76 1 84
68 28 77
55 33 96
59 42 86
56 58 31
13 86 30
16 4 45
35 64 55
60 1 57
36 88 79
82 57 53
0 38 42
43 13 13
28 3 11
16 23 86
33 16 84
49 29 16
30 22 62
47 51 13
78 37 84
49 7 39
53 23 42
54 37 66
75 85 59
0 26 74
73 40 55
22 37 84
21 41 9
82 27 78
53 48 42
4 6 84
53 6 21
74 63 41
27 9 35
71 32 32
6 74 19
50 80 25
47 36 40
13 4 6
65 40 55
44 20 74
91 1 8
37 25 45
27 43 80
87 15 25
22 10 16
65 70 20
27 46 83
6 23 89
2 70 87
5 80 5
21 77 65
74 66 72
19 26 37
56 24 80
15 67 47
70 33 34
21 47 38
30 31 68
70 42 21
71 40 23
25 70 55
30 82 8
27 20 88
0 18 91
52 12 10
5 36 2
71 3 45
20 26 62
63 64 93
83 73 13
28 29 57
89 60 15
82 3 39
36 19 30
49 84 17
4 40 98
67 86 47
58 83 9
64 8 47
7 15 83
61 51 81
25 88 83
46 69 85
6 18 88
26 29 91
7 48 86
23 19 3
13 59 100
18 47 92
77 87 7
55 1 3
45 75 30
81 32 2
3 10 68
61 35 75
89 47 6
35 44 93
0 90 38
34 52 34
16 81 79
68 88 62
60 68 29
52 56 23
21 60 1
6 69 46
90 16 34
71 38 15
1 64 96
19 38 72
16 23 85
28 50 56
43 16 17
71 39 100
90 44 51
73 16 18
5 65 83
35 24 77
54 66 97
73 31 97
79 66 61
38 86 72
8 4 50
52 49 8
80 30 2
36 78 7
50 19 22
41 65 21
47 87 86
12 28 9
17 86 13
91 17 60
15 80 63
83 67 27
7 33 10
1 11 1
66 19 90
62 31 27
44 2 99
9 10 44
40 57 96
22 85 39
22 37 72
59 81 75
52 78 75
38 12 100
76 45 86
54 39 36
42 55 70
49 7 51
2 53 14
39 37 23
14 42 41
63 56 60
51 44 26
61 59 19
20 65 28
26 18 74
47 7 92
52 72 51
9 1 33
40 25 11
47 40 41
57 72 95
1 77 83
2 66 16
82 64 32
22 52 93
14 31 38
42 18 79
17 84 99
87 20 75
76 31 94
53 78 39
38 28 50
28 20 92
81 57 43
40 7 28
76 2 70
4 9 81
27 51 9
73 14 45
90 10 91
22 70 93
76 24 59
48 38 30
18 63 98
86 31 28
42 33 39
79 50 82
79 70 52
18 37 43
87 26 50
14 12 8
83 68 79
74 50 85
19 52 59
15 72 33
69 56 67
61 5 85
8 30 65
82 88 26
70 22 24
57 17 17
1 22 97
83 10 10
52 8 23
37 83 9
42 48 70
5 41 62
90 62 64
5 90 67
47 46 43
29 12 2
15 37 46
10 14 1
52 30 39
50 56 24
91 5 5
55 59 60
72 62 20
68 21 24
22 49 68
27 55 64
89 1 99
19 89 43
40 35 20
68 74 44
47 3 54
14 29 25
86 61 7
56 84 20
43 62 58
19 44 19
31 56 33
70 77 13
39 82 97
85 59 66
61 11 19
68 63 20
39 52 7
35 5 4
9 6 1
91 19 77
2 54 29
59 62 44
4 3 82
46 57 1
21 41 98
52 63 36
41 42 29
7 81 46
68 40 7
80 83 4
7 76 98
54 58 99
27 18 49
53 12 51
19 21 34
0 41 24
47 52 20
13 53 89
22 38 68
48 74 59
89 32 69
0 76 40
7 1 57
84 18 11
46 16 36
14 74 32
85 22 26
42 37 68
8 9 100
88 70 23
82 15 19
87 3 96
36 14 7
7 8 37
30 68 62
15 37 28
73 59 56
90 36 62
18 71 89
75 76 50
72 42 11
0 54 38
19 58 56
85 10 51
25 53 27
78 2 27
60 40 99
2 36 43
81 53 23
58 38 29
11 54 95
72 52 81
89 29 51
41 38 27
75 37 6
85 41 27
86 11 3
22 90 79
43 23 84
86 22 85
29 78 61
3 81 78
49 19 100
49 3 78
57 85 67
83 49 94
45 52 72
90 85 75
51 86 29
85 66 60
38 40 13
27 28 9
50 14 32
78 27 86
22 77 13
22 65 44
28 65 97
58 54 64
18 21 97
70 64 95
75 4 40
53 60 97
69 42 82
54 24 86
51 77 52
91 67 85
18 29 95
65 14 18
23 7 5
1 8 25
63 24 30
34 62 56
35 63 39
57 59 59
32 53 62
20 3 53
49 73 48
41 67 35
84 57 23
5 78 17
35 78 67
23 77 77
86 72 36
47 33 94
69 70 16
0 39 52
47 79 33
10 56 58
74 57 57
87 76 82
42 17 22
79 80 72
84 78 38
84 60 53
68 36 86
16 19 94
79 51 55
53 82 78
53 37 80
18 90 7
37 59 60
40 0 29
23 80 18
32 27 84
4 51 10
9 86 16
38 6 3
61 6 13
37 81 4
89 34 63
24 41 83
28 27 18
1 5 53
39 40 92
86 68 36
90 46 81
40 22 24
14 64 51
42 20 68
32 88 22
40 60 33
7 3 29
3 15 37
78 59 4
71 35 58
85 78 5
39 73 56
12 11 14
53 21 41
87 74 66
28 43 89
63 3 19
17 64 72
42 8 62
48 50 97
25 9 62
61 4 85
55 43 94
5 53 58
69 46 57
11 62 4
65 60 24
84 71 44
25 38 94
69 48 1
38 0 78
85 18 29
86 30 15
41 37 3
14 1 12
72 51 94
70 36 55
6 20 49
2 71 80
82 16 82
7 83 57
42 0 31
64 74 36
70 69 58
84 68 37
9 87 25
66 81 100
34 55 26
43 47 16
13 21 94
31 73 9
33 36 76
29 11 64
59 62 72
91 59 1
30 23 3
46 85 53
68 63 99
55 80 40
65 53 86
22 57 82
56 33 23
90 65 71
8 44 69
25 55 43
7 42 42
18 37 75
25 11 11
66 63 25
73 11 34
90 84 40
59 62 68
58 83 70
44 60 31
71 62 43
42 27 90
12 27 44
3 6 20
37 68 97
43 35 35
67 0 68
58 66 94
16 2 98
60 46 13
84 79 24
36 34 49
34 63 37
24 56 54
76 9 5
85 86 58
2 61 48
66 12 85
73 69 37
56 10 33
6 69 67
10 3 25
40 60 17
38 3 20
86 34 56
12 9 47
6 78 25
19 33 43
57 30 42
69 14 53
7 3 80
29 26 50
52 48 2
43 61 2
2 89 98
36 6 69
8 28 70
12 25 68
15 16 43
1 62 87
48 64 100
37 23 98
26 89 22
38 20 53
83 39 34
8 36 35
17 13 90
72 50 96
3 65 60
72 77 69
40 68 36
34 31 72
82 52 21
32 66 65
51 66 57
2 57 27
16 51 50
90 6 14
20 13 62
62 13 2
26 48 44
16 35 28
66 0 30
69 23 97
70 74 97
76 57 4
81 48 87
18 71 85
40 53 52
21 25 18
47 4 11
64 0 74
87 13 37
49 30 74
38 31 28
51 47 27
14 62 79
77 46 78
48 31 15
71 85 14
29 23 68
14 47 26
28 72 73
18 7 55
83 90 22
2 54 37
26 39 88
23 34 71
66 80 99
34 68 20
52 10 100
69 86 64
70 87 70
37 52 97
46 77 32
48 87 96
6 35 91
2 3 27
44 65 83
18 33 76
75 9 46
41 36 15
46 78 18
13 59 2
14 74 35
52 68 41
53 13 68
53 2 41
56 61 29
84 8 55
44 20 96
24 69 91
36 51 75
1 8 69
56 26 98
73 43 87
24 80 15
75 63 94
88 72 5
85 31 5
48 34 21
41 29 62
72 57 24
31 56 19
80 36 70
52 85 1
40 51 70
46 30 50
43 11 62
8 79 95
48 51 11
65 85 17
20 25 47
61 14 68
86 16 76
35 16 36
75 45 35
69 48 26
15 75 81
39 46 31
72 75 96
4 62 78
54 63 18
57 79 92
85 19 62
89 71 64
6 16 47
5 87 79
49 53 10
71 68 62
58 75 37
60 20 5
60 42 77
55 4 26
26 49 33
26 4 87
48 88 86
60 17 90
52 66 61
63 25 48
73 18 96
47 50 55
77 51 50
5 14 16
28 8 42
25 16 58
85 71 63
85 88 19
89 16 57
41 21 11
60 87 32
40 20 70
26 79 88
58 81 35
50 76 100
29 36 29
50 6 21
17 7 72
24 21 6
72 14 69
51 52 7
12 40 74
80 84 50
33 45 86
36 81 11
27 35 89
28 35 19
9 44 20
78 87 96
90 1 53
70 8 28
36 10 93
32 0 22
2 62 13
14 26 96
76 80 47
1 64 16
44 29 3
60 47 69
85 87 48
37 28 97
55 36 35
60 53 36
46 39 58
27 59 77
54 76 86
23 78 30
27 84 61
53 19 24
58 76 78
87 76 17
73 14 97
77 52 76
7 71 75
86 67 50
6 21 89
27 45 74
57 16 56
28 48 22
64 51 68
67 74 62
65 41 22
85 36 28
79 35 6
25 43 20
26 18 64
81 55 70
25 14 47
46 29 49
30 60 69
43 75 45
14 24 67
57 13 30
52 9 30
2 62 29
4 70 62
50 37 94
59 51 32
43 33 4
29 83 1
74 84 87
91 77 52
11 29 44
43 88 68
47 53 39
3 2 12
40 11 9
12 62 29
38 39 64
83 39 49
51 73 7
3 76 18
86 46 17
46 0 2
79 4 23
61 76 87
15 39 9
19 13 28
88 43 74
35 23 55
15 66 13
52 62 54
53 9 52
32 22 35
52 67 78
44 31 16
40 77 32
66 6 51
47 50 32
82 50 47
28 18 51
54 30 40
60 73 2
5 39 96
52 40 65
84 17 54
54 79 86
49 66 40
17 18 2
32 19 7
71 1 91
34 48 54
24 20 53
86 46 84
60 0 84
49 12 39
30 31 11
91 52 51
26 3 91
40 72 14
76 34 35
64 71 41
73 64 44
54 89 72
68 12 49
19 35 61
19 81 35
18 57 73
88 61 19
80 50 88
7 62 79
54 43 49
7 33 70
70 35 87
19 64 40
79 17 29
61 23 82
55 35 22
89 72 99
32 54 57
19 39 41
44 57 75
69 1 40
81 88 10
53 13 97
57 63 15
39 52 81
89 62 51
15 10 60
75 73 34
35 71 72
38 82 20
17 82 94
43 36 73
39 35 5
43 44 38
34 88 100
67 50 100
40 83 82
78 59 2
43 4 89
38 47 38
61 81 19
60 38 92
12 31 30
45 39 65
19 75 86
66 52 98
56 81 14
64 57 9
28 21 54
34 56 34
0 31 78
86 81 28
45 26 11
62 46 48
8 4 58
32 83 58
69 79 22
30 69 32
6 14 72
71 5 50
17 42 45
28 18 75
15 78 17
44 35 20
46 3 21
56 17 44
40 70 41
4 80 61
33 36 3
61 25 61
72 18 51
12 61 1
73 16 28
79 44 42
59 52 38
3 7 15
81 24 68
78 75 5
75 87 38
27 81 14
43 12 25
15 18 83
13 86 29
36 17 82
61 88 80
25 26 58
30 71 80
71 87 25
78 56 48
58 65 16
51 68 57
70 8 60
68 79 10
19 79 91
62 32 87
83 88 82
44 43 44
24 62 54
70 12 41
22 72 63
34 13 97
11 60 3
61 36 11
79 74 68
35 5 46
44 12 1
32 76 34
73 32 57
24 74 90
34 2 13
63 5 45
0 75 38
55 66 79
1 69 20
34 18 19
48 89 66
68 39 34
71 47 83
71 23 87
6 66 98
44 77 63
82 0 77
49 22 90
91 10 15
69 36 43
58 30 9
53 68 41
28 58 90
43 35 90
48 45 40
47 63 7
81 61 47
2 8 78
71 30 69
88 47 20
89 10 3
68 27 40
27 6 83
90 27 30
25 31 62
64 15 72
19 68 38
20 13 15
43 88 13
3 51 75
89 7 73
58 64 72
41 1 60
62 39 42
80 67 27
47 79 64
90 52 19
61 81 99
61 47 97
25 43 20
60 16 41
67 40 3
34 5 23
77 57 2
87 18 45
39 1 35
43 56 82
53 60 84
14 52 65
61 47 64
86 83 21
14 24 86
35 79 99
83 60 71
67 16 39
30 26 43
44 34 82
65 48 9
76 63 88
61 51 48
84 33 2
48 30 6
29 15 74
67 77 14
67 20 91
84 66 81
31 73 50
21 10 42
41 82 96
45 35 79
57 29 67
68 29 94
80 81 14
46 63 24
11 81 23
34 79 78
44 82 74
18 57 47
66 3 100
62 4 82
63 43 52
75 80 92
48 25 85
91 82 38
54 66 84
1 30 63
9 72 61
32 24 24
2 25 54
88 10 6
90 79 95
24 58 33
23 10 1
81 1 88
45 23 31
91 64 47
85 78 36
5 46 73
80 67 4
23 67 9
28 49 74
38 4 61
74 75 83
3 83 100
7 4 95
83 0 52
44 8 51
64 50 1
39 77 42
38 81 25
33 17 22
67 49 87
25 66 92
77 13 70
48 50 3
15 78 87
8 58 13
4 84 68
16 23 16
80 16 25
0 71 62
85 55 51
60 38 83
75 24 5
88 60 75
46 75 69
25 82 24
39 28 2
21 38 87
45 11 50
41 76 61
43 78 6
56 41 92
78 79 91
25 49 13
65 70 27
77 58 27
81 75 12
45 87 9
87 9 52
65 62 44
82 62 98
31 69 16
64 80 19
61 79 86
2 16 89
62 24 81
14 69 1
27 60 79
10 88 65
9 37 14
38 86 7
56 11 6
66 67 40
71 89 100
55 21 93
35 64 84
15 22 20
83 76 77
39 0 20
70 49 19
89 32 94
7 53 89
22 71 24
40 87 92
20 23 14
22 23 37
25 52 1
2 7 100
68 37 72
43 0 23
46 86 2
40 22 73
51 5 86
25 49 58
81 85 96
81 85 82
78 25 19
15 6 13
47 48 33
13 20 37
79 35 64
15 3 34
17 0 97
4 62 32
89 63 81
46 3 14
0 89 7
9 20 55
37 16 46
34 13 50
50 49 72
44 11 20
48 89 27
85 80 44
4 84 11
7 39 11
37 70 2
84 4 39
10 28 53
10 65 87
68 50 79
26 20 75
6 7 71
25 46 89
64 37 5
86 74 28
26 8 48
11 69 47
9 90 70
39 73 49
71 29 90
44 77 76
62 36 63
79 38 65
54 82 23
38 8 75
9 66 93
10 76 21
13 69 81
32 30 45
43 37 44
72 0 16
22 68 70
56 52 31
2 15 50
33 58 71
40 21 100
83 61 23
12 14 86
3 31 79
45 9 12
21 40 10
14 16 27
54 61 8
40 51 68
73 79 83
17 35 34
43 83 87
70 78 3
29 77 58
52 4 67
57 69 32
22 53 64
15 43 84
15 31 31
44 86 37
5 40 22
48 34 13
79 48 42
87 43 74
60 43 99
30 52 82
1 25 4
86 87 81
41 61 94
16 29 40
60 37 43
63 28 8
12 51 10
59 62 96
21 44 32
77 62 89
62 36 48
43 26 9
49 46 18
53 55 82
13 61 56
6 71 48
74 73 47
59 37 29
34 81 59
69 73 47
15 51 46
34 21 62
44 80 100
9 17 12
78 3 24
63 40 51
50 56 29
69 53 74
89 69 70
72 43 15
35 2 99
49 48 20
40 30 14
87 69 99
60 76 29
77 84 50
36 18 66
60 28 17
82 30 13
66 70 66
8 0 58
19 73 9
13 81 100
80 40 68
42 88 1
86 70 21
52 10 83
54 20 39
52 74 74
11 26 60
2 31 50
30 39 25
56 63 19
17 2 27
1 18 33
88 36 80
15 37 61
28 67 87
65 81 84
89 12 72
62 63 62
90 51 78
75 52 75
23 8 50
63 14 56
27 37 92
19 69 94
83 45 82
85 55 87
68 50 48
43 3 2
90 31 35
30 34 85
84 72 88
66 45 8
57 45 57
72 34 68
35 87 69
28 64 82
3 12 77
34 75 80
79 53 90
46 23 83
4 65 16
61 6 13
63 87 75
56 68 79
67 71 74
39 47 28
30 8 29
50 66 64
16 57 64
59 53 53
44 60 85
4 69 34
39 60 58
58 82 72
12 20 62
14 39 77
27 19 3
32 58 85
78 88 79
19 42 87
26 15 38
74 32 25
2 9 80
84 47 53
32 29 95
19 53 58
84 25 62
84 56 76
75 72 85
81 29 89
62 76 73
70 30 31
7 21 1
17 31 30
7 16 10
3 79 10
90 11 7
34 74 99
54 85 34
8 1 15
89 6 29
38 88 85
91 4 86
86 11 45
36 37 69
50 65 68
40 70 47
48 75 7
35 46 30
75 63 90
91 82 40
6 60 3
82 22 5
57 2 49
25 22 46
72 31 14
63 65 48
7 81 53
11 12 28
37 5 5
5 81 48
71 28 84
80 43 36
57 21 73
3 31 36
65 51 52
14 20 60
40 21 19
29 47 98
70 9 11
23 90 36
52 72 88
58 59 88
14 63 48
74 25 51
72 69 23
52 22 98
5 2 74
31 58 61
71 45 79
33 13 31
37 42 68
6 84 57
55 88 99
54 82 37
53 51 31
10 1 91
22 59 75
0 18 33
21 60 47
45 12 83
67 57 30
53 9 53
18 69 15
43 53 78
56 4 89
0 3 28
83 14 4
12 62 13
71 69 85
36 37 93
29 14 32
62 19 41
22 30 100
50 58 52
31 87 8
74 85 78
48 78 4
34 83 98
86 67 18
2 86 91
29 86 25
3 11 85
50 77 36
24 73 45
76 74 81
6 48 97
8 57 97
89 43 57
34 35 25
33 15 13
12 58 13
72 4 67
10 24 98
23 52 86
14 9 52
84 20 41
55 81 63
78 21 34
25 37 26
12 40 10
42 51 5
24 38 40
26 20 22
18 75 95
66 26 41
6 67 43
42 86 75
43 12 86
0 79 49
42 73 20
42 70 90
29 87 97
75 10 14
79 54 24
75 88 53
0 49 7
63 89 40
51 79 13
10 8 72
85 86 62
60 61 19
36 30 36
84 76 35
80 3 49
33 14 9
63 54 60
82 1 36
54 66 40
14 37 16
69 44 26
43 24 97
35 64 85
60 17 29
59 39 16
30 61 36
16 15 20
11 36 2
28 81 97
26 25 5
16 90 19
33 48 97
48 12 49
91 26 41
3 15 83
8 12 85
67 3 29
55 27 93
59 40 73
53 57 20
27 4 51
45 77 12
87 14 29
19 8 53
39 86 100
34 31 41
61 43 47
10 36 83
77 72 93
66 28 95
43 78 31
81 25 71
33 28 22
72 61 15
64 87 95
88 11 96
62 50 1
32 29 28
44 6 11
59 72 47
37 13 3
71 82 100
22 12 77
63 78 48
60 63 96
12 80 46
64 32 25
62 37 46
33 9 28
87 34 70
73 12 30
61 83 86
43 9 1
47 25 29
42 66 25
53 23 56
49 10 15
85 70 2
18 86 11
51 75 29
21 74 33
2 9 89
51 35 74
51 52 89
86 50 65
0 82 82
60 70 89
87 44 95
65 12 38
12 88 72
73 34 4
88 66 5
53 6 65
62 71 6
52 19 52
13 5 50
42 43 46
6 20 14
30 48 71
71 41 10
84 83 64
33 19 45
13 32 86
21 42 21
40 76 91
0 87 67
39 76 88
56 16 95
86 34 41
61 62 40
83 32 7
65 9 70
39 80 59
54 73 37
51 47 77
46 40 32
5 18 1
35 48 83
66 16 5
41 20 72
89 70 3
50 78 77
75 35 6
71 75 47
5 15 66
6 23 81
59 17 60
21 45 40
42 57 11
15 30 13
38 2 45
45 27 24
48 55 66
3 74 26
28 15 77
91 6 61
24 62 14
62 54 97
57 78 33
65 86 38
13 55 23
90 13 49
77 66 1
76 45 87
3 20 20
87 83 24
59 60 80
20 40 2
36 62 35
18 27 78
91 21 41
22 81 90
80 34 38
3 33 10
72 42 3
48 73 10
59 45 75
31 82 91
66 23 73
45 10 73
64 48 2
85 41 39
47 17 47
6 84 4
25 56 74
89 57 61
29 84 59
72 66 99
9 75 61
63 34 16
17 23 12
11 3 93
60 66 53
25 28 70
72 37 7
11 20 46
5 31 60
17 43 58
62 30 3
22 32 99
73 60 14
91 11 74
43 39 15
34 8 97
24 12 16
38 13 37
65 38 18
10 82 32
60 4 7
65 60 17
58 0 23
42 67 93
41 86 64
20 10 47
27 79 13
59 83 74
67 60 14
57 40 81
29 86 16
4 64 42
85 42 54
66 44 52
55 85 53
44 15 69
22 2 70
38 58 54
71 13 3
24 4 65
34 14 22
70 36 11
16 52 7
87 16 29
18 78 39
77 40 25
5 33 5
76 68 98
59 31 12
39 26 12
77 6 83
79 36 95
1 31 95
49 46 50
42 12 30
8 54 29
47 65 8
43 0 26
42 12 23
3 65 91
38 67 93
89 82 24
47 27 89
91 48 54
90 6 50
20 49 29
58 80 24
22 25 45
59 14 98
83 73 3
27 65 88
45 55 52
4 66 14
40 19 51
19 40 86
57 15 70
65 38 25
9 66 89
26 4 46
5 1 16
71 52 28
19 68 25
50 69 70
37 65 11
25 87 54
46 81 96
51 62 38
87 15 28
24 8 43
78 3 89
5 18 66
40 24 82
90 11 65
72 31 44
4 76 36
41 9 20
78 47 3
32 37 94
27 48 69
38 50 70
68 72 11
70 78 87
35 17 85
79 13 29
5 32 81
74 39 70
40 28 85
78 80 34
48 58 1
89 63 43
21 54 30
9 25 27
87 73 36
73 12 86
52 75 91
9 73 30
71 75 81
25 19 65
33 63 84
34 18 27
38 51 8
25 53 42
12 49 64
80 60 44
3 13 71
47 16 2
43 88 82
77 32 7
79 53 33
62 86 93
65 43 36
64 44 95
47 84 26
14 89 64
64 81 8
78 85 10
83 47 63
69 83 91
10 80 49
71 84 99
1 20 46
72 37 39
55 41 5
72 29 59
91 15 41
41 90 39
28 88 67
91 64 6
33 7 20
45 38 86
19 75 58
30 58 12
11 61 80
81 17 25
66 90 87
84 35 75
45 58 62
5 79 74
9 22 4
21 56 3
80 64 60
62 56 32
65 37 50
12 56 76
25 87 86
3 58 96
57 55 96
66 54 27
16 7 31
15 78 99
55 85 32
36 37 55
59 79 89
19 14 73
91 26 79
50 84 29
10 85 43
64 31 54
46 19 56
27 65 30
58 19 66
42 62 63
6 69 14
20 74 61
17 40 63
4 32 68
4 51 77
0 83 50
37 46 75
90 40 11
2 32 68
23 35 21
57 30 34
5 87 80
26 42 73
74 8 37
10 32 37
50 47 59
15 0 9
30 4 62
10 16 94
23 57 6
11 71 64
21 54 53
78 71 42
65 39 20
86 87 16
22 28 72
70 67 77
69 30 97
5 65 63
56 34 27
46 70 64
88 11 76
25 42 22
17 9 33
78 13 28
5 25 97
77 40 16
68 33 70
9 5 61
62 11 47
65 33 4
15 42 52
82 18 42
54 69 97
25 4 78
13 90 75
71 77 51
26 47 43
82 27 3
16 30 21
51 88 87
18 68 20
7 54 80
30 80 54
34 20 28
38 2 2
51 62 68
33 81 45
38 55 76
40 36 94
6 85 61
35 56 60
77 74 5
40 51 20
13 15 84
4 19 9
1 90 47
37 16 2
30 16 26
55 53 81
50 54 89
78 8 88
23 60 58
3 86 80
79 21 30
26 89 43
62 57 78
10 68 85
54 50 77
64 89 47
73 70 50
30 71 64
34 8 47
14 17 41
19 17 23
70 21 85
23 79 23
86 77 81
67 84 83
48 27 19
70 42 71
42 18 31
56 50 64
41 30 29
75 26 98
89 57 1
49 35 50
32 15 24
45 77 90
2 37 29
22 60 5
70 14 94
33 1 74
1 15 55
59 70 40
30 4 73
52 68 15
19 1 33
60 4 23
65 16 3
21 69 83
46 20 14
13 8 23
45 90 97
43 41 78
90 87 32
22 39 11
59 39 42
13 42 21
50 34 34
54 30 61
20 42 26
18 75 63
54 60 61
88 59 66
40 0 70
52 65 66
27 46 33
54 68 38
68 10 66
60 54 90
35 77 22
46 61 56
86 59 93
85 8 81
32 19 48
90 38 45
11 29 20
25 24 76
31 43 84
67 37 43
26 90 66
58 75 80
26 3 1
9 14 40
73 82 54
73 82 79
70 48 86
85 39 67
23 82 93
32 16 24
13 86 17
31 67 30
12 44 78
79 17 80
16 87 59
49 14 93
36 17 88
64 65 82
59 43 13
64 37 47
33 59 40
5 44 82
49 41 23
78 59 91
45 86 63
9 18 26
30 27 75
71 59 97
43 46 60
42 50 61
22 1 5
8 6 4
65 59 49
51 70 69
24 35 40
70 89 54
45 46 50
50 84 18
63 41 23
15 49 91
6 7 43
72 30 88
28 39 25
43 35 7
31 86 44
51 48 17
72 55 99
72 71 19
51 57 26
39 20 2
80 21 45
90 48 73
83 42 8
44 71 100
23 39 31
33 0 94
31 13 58
19 70 36
55 86 59
27 75 39
46 73 89
75 46 48
30 76 61
55 51 12
65 36 92
3 41 93
86 45 43
75 81 70
87 16 90
9 1 29
28 53 55
37 38 87
42 67 31
17 44 86
21 77 40
33 68 30
48 34 79
31 87 70
7 10 79
29 15 55
59 32 29
41 37 29
78 43 48
17 47 100
66 41 49
53 30 40
5 22 5
27 54 25
10 62 73
50 45 24
11 59 66
6 46 9
44 32 20
53 47 15
73 9 55
55 72 86
36 89 80
37 17 17
78 69 1
81 57 82
41 51 96
7 5 73
69 7 94
51 87 35
26 70 2
67 48 37
58 39 48
46 37 68
16 61 56
59 76 32
8 53 64
83 18 52
41 76 43
54 55 16
54 37 52
88 14 36
22 83 96
68 4 3
3 63 38
86 41 52
8 19 33
1 35 85
31 42 6
79 36 34
84 64 88
78 86 70
83 39 10
29 58 46
80 36 59
75 44 48
0 79 15
44 3 79
68 48 47
70 87 17
83 28 7
4 22 23
85 56 66
7 45 42
3 61 82
89 24 74
3 0 1
72 66 31
72 3 42
46 1 4
9 49 91
75 50 98
83 30 95
80 41 13
30 28 3
82 6 17
62 76 14
63 64 47
11 41 72
62 47 96
46 40 36
51 54 30
28 64 14
60 51 90
86 60 81
25 63 87
58 75 84
80 23 83
2 77 66
51 9 6
