93 100038
39 85 35
79 83 21
15 18 39
51 77 98
57 73 62
8 82 95
23 71 40
5 85 59
28 53 45
81 82 53
4 27 50
21 57 50
16 75 45
56 58 87
15 71 50
11 25 91
63 71 72
43 86 26
84 91 99
46 52 25
19 79 81
3 23 28
4 39 60
21 69 60
65 79 11
39 41 86
6 56 85
13 69 70
19 91 91
71 77 21
55 90 99
72 79 98
2 59 18
38 92 20
22 64 97
11 20 97
19 33 86
67 83 16
81 89 69
4 92 44
52 71 98
50 65 26
18 69 76
3 90 95
69 92 12
1 50 29
9 67 9
10 69 86
46 61 87
52 64 58
3 83 55
13 18 81
47 53 32
60 77 47
10 21 45
44 61 6
10 62 46
43 64 27
54 56 83
34 64 30
25 36 66
52 76 68
58 73 21
45 80 73
50 62 78
8 58 20
12 54 71
68 72 43
18 76 92
41 45 67
40 69 47
9 74 25
26 70 31
27 46 51
50 74 88
33 42 15
33 83 16
38 65 21
24 27 77
40 81 57
8 12 25
12 18 10
8 72 76
60 84 63
31 64 46
68 77 13
76 92 75
50 69 94
33 37 21
31 57 6
1 54 97
36 70 78
75 92 44
2 68 56
20 84 10
42 66 42
12 32 66
31 59 52
65 71 38
33 90 32
25 38 88
5 12 41
66 77 79
12 25 26
65 73 84
4 12 10
3 8 15
8 21 87
5 65 52
58 87 53
2 34 41
14 82 36
21 56 93
30 88 2
36 46 27
21 54 20
45 65 84
28 33 11
11 63 62
24 68 27
12 39 82
65 68 90
31 66 68
4 26 66
6 92 10
35 72 53
36 48 73
5 19 57
37 64 78
21 49 26
53 71 33
3 15 31
14 87 6
19 69 11
11 58 68
55 87 69
3 17 77
20 47 77
11 70 78
46 87 48
29 57 48
9 15 87
9 56 88
19 64 17
27 79 79
61 78 39
10 47 6
25 62 27
19 76 27
33 77 89
4 28 88
53 80 95
3 24 93
3 63 21
2 87 1
1 83 6
33 70 49
0 44 47
12 92 42
18 54 12
23 36 17
11 19 89
60 71 96
3 75 31
8 57 36
15 36 27
27 84 22
39 45 18
25 69 43
50 54 54
12 87 48
23 31 23
63 89 60
7 35 21
7 76 22
1 90 22
9 66 1
6 72 27
10 68 78
15 50 83
85 89 52
34 92 13
25 83 99
24 60 54
41 90 54
13 27 7
12 70 37
16 47 38
48 69 45
7 88 32
52 65 96
0 92 37
67 89 24
8 66 98
10 63 84
54 67 55
21 41 53
17 76 69
21 82 54
32 66 3
1 46 73
6 28 78
16 61 94
15 38 49
30 75 8
54 60 15
7 85 84
56 76 51
21 36 59
1 10 12
56 78 97
32 80 59
13 92 1
12 19 48
11 43 28
62 85 14
37 44 71
19 58 90
21 89 70
39 61 96
9 39 2
7 90 54
29 42 8
13 87 7
18 34 29
32 75 65
36 81 50
2 79 28
55 67 35
62 80 20
46 86 91
21 43 75
86 89 11
53 63 9
72 92 68
44 86 10
3 9 53
37 90 15
8 32 59
26 42 24
45 64 76
28 73 4
33 55 9
31 65 60
4 66 59
9 48 64
1 72 85
3 62 64
2 86 44
20 92 64
62 87 36
32 53 60
70 89 72
35 64 5
22 91 96
29 63 80
34 45 85
28 87 60
17 54 13
35 66 51
36 42 71
84 92 1
8 37 2
49 77 77
69 80 83
4 42 8
53 65 31
57 71 16
4 73 75
1 77 28
42 91 46
60 63 72
34 40 91
8 90 13
32 60 76
0 79 70
73 79 28
59 63 41
40 53 26
57 83 26
44 49 77
53 77 41
31 36 15
16 85 9
0 31 29
40 55 72
53 79 87
9 50 86
8 46 91
41 70 20
26 56 56
30 62 41
0 33 75
15 83 60
56 61 11
57 78 32
23 76 10
28 58 15
24 52 30
28 89 82
16 41 87
32 65 19
24 54 76
13 21 29
57 90 42
49 79 99
15 37 65
14 61 45
30 67 11
52 79 16
21 74 30
23 30 15
28 53 21
45 83 21
0 40 91
32 62 98
83 91 58
15 30 25
31 84 5
15 90 76
20 72 81
22 69 67
57 85 48
1 91 60
23 83 26
28 65 31
37 84 88
56 70 73
14 66 15
62 69 99
20 65 41
39 51 26
0 4 30
39 92 27
13 88 96
22 81 77
6 66 25
10 72 10
5 90 5
46 66 57
31 52 93
48 82 93
21 83 92
71 89 7
3 47 24
3 88 25
43 52 17
22 76 83
62 74 69
15 39 87
80 84 34
21 76 52
10 28 61
39 58 42
13 35 61
16 65 26
17 41 46
78 80 8
52 83 84
10 79 26
11 83 21
2 27 82
35 51 11
71 84 13
14 75 77
18 81 62
3 42 30
72 86 90
26 36 73
10 21 21
27 51 21
6 75 87
46 73 73
10 40 71
18 23 57
44 80 32
29 82 1
21 30 57
1 4 10
19 50 42
24 32 47
1 64 61
8 77 46
60 89 33
26 87 11
27 63 31
18 35 67
19 52 88
36 82 88
32 86 37
24 34 93
51 72 22
1 16 20
41 55 7
46 68 79
49 57 43
12 66 57
16 72 42
18 88 78
7 55 31
31 64 22
18 30 73
65 76 8
6 53 82
41 69 63
36 87 58
43 66 49
16 26 47
18 83 84
71 74 18
7 9 36
38 89 17
43 68 95
58 92 23
65 71 14
40 88 49
24 92 47
47 86 90
15 17 58
31 71 38
15 75 36
38 43 22
39 45 99
5 24 27
4 82 1
6 60 98
58 87 29
41 76 79
10 37 99
66 89 65
65 85 70
8 89 5
53 76 3
11 22 37
67 77 95
2 46 27
81 91 9
42 44 13
3 22 47
34 92 94
4 36 6
1 32 98
53 88 13
46 51 17
38 40 74
4 38 52
3 15 7
15 82 52
38 91 39
11 77 94
5 91 94
31 39 99
5 89 21
29 74 28
38 52 84
21 61 12
9 13 17
4 91 63
20 57 17
13 22 94
39 84 3
30 56 39
54 60 96
15 77 58
68 74 10
42 51 29
20 59 63
21 73 22
5 84 27
45 82 13
38 47 90
27 48 18
0 49 17
36 67 75
2 65 53
0 51 63
2 67 99
42 65 85
25 33 12
61 92 71
28 66 69
2 9 94
29 83 90
76 82 5
13 68 38
52 75 60
19 30 8
20 66 79
42 58 45
19 90 59
8 16 11
61 85 31
10 73 48
33 41 34
50 71 34
42 60 91
17 86 33
62 63 97
51 64 25
24 65 24
9 73 17
33 43 80
0 17 78
52 70 66
10 66 8
15 48 13
25 81 29
9 85 27
10 68 54
68 78 78
30 39 4
17 40 38
35 52 76
9 29 95
52 82 76
53 58 96
25 83 75
40 73 9
7 88 8
13 46 33
0 12 84
32 34 91
43 65 65
10 80 64
33 48 50
25 35 34
56 81 21
22 41 60
1 63 53
23 55 19
28 68 91
33 50 96
50 80 96
30 34 10
16 59 24
21 41 29
57 59 87
15 55 29
32 85 29
8 18 33
26 30 71
30 36 56
14 40 54
14 81 55
15 57 75
13 51 3
25 90 91
6 40 64
14 33 14
28 34 76
56 88 37
8 73 90
6 33 24
46 91 61
37 63 97
65 77 46
38 78 45
52 84 98
5 18 49
12 31 34
39 71 36
47 73 72
5 69 14
58 91 15
14 47 70
49 63 51
81 85 58
54 86 57
14 88 71
27 81 19
5 11 9
82 91 99
12 84 45
30 55 82
18 46 15
20 39 56
19 22 35
36 52 35
23 59 87
55 79 21
27 35 24
27 76 25
18 48 61
19 24 81
34 48 9
65 84 62
37 68 40
13 55 71
17 20 55
16 44 35
27 88 35
36 47 41
70 87 2
39 80 98
46 52 82
50 58 67
9 19 49
71 75 32
11 16 35
14 49 92
9 12 9
46 47 88
29 75 66
53 84 57
3 28 55
19 82 35
42 50 21
20 58 55
8 51 61
8 10 60
27 37 46
31 43 31
26 61 26
42 52 67
75 88 33
44 49 53
11 23 51
33 35 56
34 52 77
26 73 36
0 50 55
27 90 57
18 62 93
33 86 21
2 47 41
42 45 27
7 89 97
24 59 46
51 58 47
25 73 5
58 71 32
14 27 87
50 60 89
53 60 6
9 21 71
41 43 78
75 83 39
30 33 26
2 61 97
40 79 68
6 78 35
24 64 16
46 76 21
33 42 72
21 33 5
15 88 6
8 12 82
24 66 62
59 82 43
63 88 28
22 86 47
66 80 84
49 89 12
4 15 15
4 56 16
56 87 53
22 88 93
6 32 40
29 41 27
64 83 65
4 17 61
32 33 83
70 79 29
31 57 63
14 85 41
22 81 53
56 80 13
61 62 18
66 75 90
70 81 75
57 58 79
19 60 6
20 36 26
53 64 74
2 32 52
39 65 58
44 85 2
77 83 29
33 44 94
4 24 77
36 46 84
21 54 77
88 92 65
20 91 83
22 47 68
15 20 6
15 51 73
46 90 53
90 91 97
56 89 75
41 79 27
44 80 8
12 30 26
11 54 6
15 63 83
14 87 63
20 86 89
54 85 49
3 54 16
8 36 21
39 72 74
13 49 93
45 68 38
12 83 37
17 65 42
69 77 29
1 35 46
1 76 47
61 66 86
23 27 12
45 70 84
3 66 26
32 57 22
19 64 74
54 80 55
34 88 2
2 92 52
7 14 6
8 91 78
3 68 72
6 10 11
85 87 87
16 84 28
34 90 48
25 62 84
59 74 70
7 26 16
7 67 17
39 48 23
43 85 75
15 41 78
69 84 45
73 90 30
25 55 44
65 90 40
15 34 38
31 88 18
18 54 69
41 83 95
75 82 55
14 19 63
14 60 64
15 36 84
50 52 65
33 80 43
39 45 75
7 74 33
13 32 58
43 92 91
48 74 96
31 42 23
4 43 22
14 72 74
27 77 39
30 66 3
15 87 22
7 35 78
56 67 46
69 91 61
6 12 33
22 66 13
6 72 84
47 50 35
16 45 49
56 69 92
1 32 74
18 61 85
57 84 40
39 50 45
13 27 64
43 46 96
43 87 97
16 47 95
27 60 28
35 43 14
67 89 81
7 30 84
73 92 52
1 44 84
9 61 64
58 72 70
6 67 90
29 33 3
12 63 54
64 75 41
13 37 1
4 9 37
4 50 38
71 88 26
2 70 23
37 86 4
7 42 94
7 83 95
26 79 14
62 71 15
30 75 65
54 60 72
29 86 14
1 8 23
13 90 12
9 25 3
44 67 41
20 69 3
12 17 59
12 58 60
29 88 60
47 59 97
2 24 28
15 89 44
51 76 35
37 81 10
37 40 9
22 87 85
44 79 51
62 85 71
45 55 71
46 70 19
64 82 57
38 59 76
68 88 42
0 20 2
11 36 45
16 18 50
0 22 48
13 87 64
19 49 34
51 71 41
86 87 22
2 79 85
44 74 57
62 80 77
26 88 76
46 65 25
34 36 80
35 57 46
52 87 46
53 63 66
51 83 51
24 84 50
42 70 31
18 29 92
84 85 42
46 77 35
26 42 81
24 36 9
28 73 61
33 55 66
77 84 67
2 26 50
18 80 30
23 62 35
57 74 21
2 28 96
17 52 24
40 46 67
0 80 2
24 31 15
51 90 67
18 92 40
20 85 81
77 79 73
23 74 45
13 17 18
8 76 14
0 24 70
13 58 19
66 86 38
32 44 4
8 37 59
62 82 99
1 75 39
9 92 19
33 62 82
17 47 30
65 82 16
57 71 73
23 69 51
89 90 18
7 73 49
8 90 70
50 85 42
54 91 27
16 83 20
40 53 83
57 83 83
1 70 45
81 92 74
7 66 9
13 65 35
79 86 2
16 85 66
47 90 52
31 36 72
24 40 77
73 89 22
30 62 98
64 74 84
19 39 15
28 58 72
39 83 22
43 79 73
15 35 76
32 65 76
54 57 42
3 26 9
63 76 99
21 72 41
41 75 47
10 65 51
29 85 30
30 67 68
13 72 51
21 74 87
52 79 73
4 44 87
19 34 21
31 82 16
23 30 72
28 53 78
45 83 78
3 79 20
11 21 5
31 84 62
21 26 46
3 81 66
56 68 84
18 70 11
44 59 17
62 65 37
23 83 83
11 33 15
12 50 36
17 32 41
5 39 97
20 65 98
8 15 30
11 35 61
39 51 83
79 90 70
10 72 67
44 71 27
25 27 37
4 90 31
44 73 73
43 50 28
21 23 98
27 54 26
32 36 31
18 67 63
34 67 11
8 10 36
51 63 17
1 9 61
18 79 73
41 48 48
9 86 92
8 22 46
24 76 26
42 62 7
16 65 83
10 79 83
10 77 10
68 87 34
1 62 72
16 17 42
33 47 42
60 87 44
17 34 63
31 67 27
18 33 78
17 92 41
30 91 7
2 78 77
24 71 32
43 59 90
9 91 62
14 39 73
10 33 88
0 64 87
68 82 40
35 56 38
9 33 57
41 55 64
25 87 37
26 80 28
30 86 13
48 92 33
33 52 12
2 73 83
51 84 89
57 61 3
32 40 99
49 50 60
46 88 7
34 71 79
65 76 65
57 63 49
24 37 47
29 60 53
82 88 72
25 92 7
30 40 18
66 92 70
81 82 4
7 9 93
58 92 80
24 90 58
81 84 50
31 69 49
37 65 13
22 52 38
30 54 74
14 41 95
33 61 74
53 74 14
22 54 84
61 76 50
23 68 43
21 54 53
71 81 91
2 44 38
19 74 38
73 78 77
63 68 75
55 92 96
5 36 94
44 58 60
6 51 42
81 91 66
42 44 70
4 36 63
41 79 3
28 45 54
72 74 55
55 85 56
23 63 49
46 51 74
12 49 52
27 41 59
71 76 97
21 59 23
47 84 50
21 61 69
53 83 76
35 36 55
52 66 55
19 81 54
59 79 40
3 25 1
8 48 7
43 49 44
26 60 45
26 79 95
2 12 99
69 89 15
79 84 92
9 64 12
1 88 33
28 52 70
76 87 56
46 58 90
8 60 17
60 72 4
34 49 23
17 79 74
11 80 48
52 61 61
25 72 24
8 62 63
61 90 82
15 41 54
27 89 49
68 69 73
17 31 33
21 37 18
16 55 13
52 73 71
25 74 70
56 79 56
17 72 34
8 14 22
7 79 3
12 20 7
16 57 59
87 91 98
75 82 31
17 84 44
6 17 3
45 89 86
47 55 5
0 56 90
17 86 90
52 68 77
25 28 75
32 76 24
67 92 5
19 42 75
18 66 55
24 63 8
10 25 64
66 77 30
50 64 51
49 88 31
32 78 70
16 62 29
25 81 86
5 55 39
41 47 40
45 53 25
76 89 78
7 45 18
17 40 95
47 69 61
7 47 64
74 85 52
5 67 49
82 87 88
60 86 36
34 63 55
47 62 21
56 81 78
5 9 44
41 61 96
24 70 24
65 70 87
48 79 15
3 5 18
21 51 50
3 65 69
12 24 75
78 86 43
6 38 75
22 92 55
31 61 25
30 85 5
4 21 23
35 67 10
9 44 29
3 58 29
74 92 68
22 44 14
20 30 24
3 60 75
5 16 60
9 56 39
58 79 62
12 29 45
47 71 83
31 56 31
2 36 14
3 12 34
51 88 21
55 84 72
11 55 71
26 45 5
55 77 32
28 37 30
34 36 56
27 74 36
31 70 87
36 52 92
3 67 91
27 35 81
61 75 42
1 29 71
35 69 32
53 75 52
88 91 33
7 25 35
20 90 51
24 55 35
27 88 92
36 47 98
15 79 25
33 65 6
20 51 96
1 41 81
16 37 52
33 67 52
0 41 50
40 65 93
15 91 35
7 20 41
51 90 43
63 72 7
27 42 97
61 82 58
26 66 77
10 51 25
37 56 63
9 12 66
53 82 68
41 73 1
77 91 59
17 66 56
35 37 93
35 78 94
23 28 26
42 91 79
21 82 5
25 59 6
6 69 30
75 88 90
59 73 38
25 71 16
7 85 35
10 58 41
42 45 84
59 75 84
25 73 62
58 71 89
6 23 35
29 32 22
31 48 58
23 35 42
22 31 47
7 80 41
78 83 13
41 92 27
38 61 16
22 33 93
56 73 54
28 70 58
80 82 45
12 55 6
47 56 43
48 73 64
15 47 62
19 53 47
14 71 42
23 90 99
39 56 53
25 80 78
6 30 51
83 91 91
49 89 69
4 15 72
17 80 88
32 70 22
36 76 7
5 56 77
46 71 84
8 32 10
78 90 29
6 83 62
14 85 98
20 24 73
37 92 12
38 68 32
80 89 61
29 51 21
43 67 8
34 74 27
21 40 78
1 14 31
19 60 63
45 49 69
3 45 11
8 27 16
11 47 47
13 40 88
5 61 47
45 59 33
68 92 4
18 36 2
35 66 2
5 63 93
43 62 14
12 76 78
13 52 98
16 22 12
18 38 48
36 85 69
51 75 3
25 51 33
15 20 63
49 60 24
11 52 17
16 34 22
17 51 43
21 47 94
41 79 84
8 34 32
12 30 83
12 71 84
7 60 58
1 74 58
45 68 95
16 29 28
33 59 28
16 89 79
67 71 14
19 21 84
51 82 19
22 62 2
8 87 16
27 75 74
62 91 55
15 27 79
15 25 6
28 89 33
34 88 59
42 90 95
57 80 29
49 69 86
16 43 84
26 51 13
31 33 18
31 74 19
0 28 32
15 78 17
7 67 74
73 88 41
39 48 80
39 87 8
32 52 85
4 46 27
32 62 49
40 45 35
57 75 35
56 58 14
7 19 33
51 89 35
7 79 84
24 49 33
65 90 97
32 64 95
67 80 76
24 51 79
73 83 47
5 41 64
80 81 88
29 84 49
30 64 14
48 70 34
40 59 91
24 44 39
26 29 8
31 42 80
2 3 13
37 79 45
56 65 30
61 88 36
6 70 68
29 38 54
28 62 34
24 56 49
64 80 92
11 32 34
31 35 40
30 59 20
35 41 25
3 32 44
15 80 39
19 45 23
23 82 75
5 48 80
22 78 80
27 60 85
5 87 8
29 91 65
54 63 50
52 83 35
1 52 2
55 56 41
28 57 40
12 61 38
4 50 95
48 79 96
10 81 23
71 88 83
54 56 10
37 86 61
21 30 8
26 79 71
44 65 52
28 69 50
1 8 80
52 78 41
18 76 19
11 41 96
59 91 26
28 71 96
25 89 4
30 68 82
10 76 29
22 27 91
26 33 76
21 85 65
24 27 4
10 78 75
8 72 3
68 88 99
16 74 39
17 50 59
84 88 47
70 78 78
13 85 75
8 74 49
26 86 87
62 78 88
76 92 2
1 15 96
53 61 77
10 32 80
8 26 8
16 69 45
39 74 41
42 68 15
74 90 22
57 60 22
6 48 39
10 85 91
33 53 77
50 83 77
66 77 6
1 68 80
36 84 61
41 66 66
9 85 60
8 21 14
47 69 37
15 19 55
49 59 16
14 43 35
52 92 73
1 20 39
58 89 26
10 39 96
8 33 24
12 39 9
65 68 17
21 58 66
8 35 70
19 20 46
3 65 45
34 75 41
38 40 25
57 69 84
4 79 4
63 65 48
29 64 15
15 26 71
19 32 56
32 56 71
89 90 75
3 77 55
25 59 87
5 74 41
10 15 45
29 76 25
65 75 33
40 92 68
3 70 15
7 66 66
11 72 51
87 88 95
15 21 77
36 57 62
71 73 43
4 86 20
5 28 46
44 50 12
58 91 48
41 80 98
61 80 12
11 24 10
24 89 26
49 63 84
38 49 87
65 89 89
14 57 67
36 50 22
31 87 67
4 28 15
3 24 20
2 9 45
2 50 46
38 42 47
42 48 32
35 86 12
72 80 90
11 19 16
12 55 87
0 5 19
27 45 21
35 47 57
34 58 6
2 62 56
3 79 77
9 75 41
44 57 28
67 86 54
29 78 47
37 80 83
52 70 17
19 85 16
42 53 2
8 13 41
28 63 72
27 40 27
26 64 7
35 42 63
9 19 82
10 68 5
71 75 65
15 91 11
2 16 61
7 39 67
2 57 62
3 33 82
1 53 67
10 12 73
9 70 47
26 76 17
17 83 36
9 31 92
9 72 93
18 63 1
19 80 22
7 51 77
27 54 83
32 36 88
33 91 48
57 59 38
58 76 59
19 92 32
7 44 37
11 40 88
60 92 95
9 26 98
75 88 66
15 57 26
8 61 31
26 73 69
31 55 74
6 81 16
46 79 2
34 62 74
17 30 1
5 8 63
22 38 63
17 90 52
23 52 22
51 68 44
24 28 42
16 17 99
0 2 47
27 61 99
31 67 84
17 92 98
4 68 83
10 70 27
19 58 17
2 18 83
51 70 90
24 30 88
50 68 13
52 84 49
6 35 21
41 51 2
33 40 59
30 43 23
40 77 28
22 43 33
26 80 85
66 78 71
10 84 83
65 72 3
5 15 79
56 85 40
32 87 2
23 59 38
6 90 78
13 43 12
13 62 62
30 38 29
12 86 42
8 80 57
14 83 28
18 48 12
54 81 14
11 13 89
23 61 84
3 69 31
39 68 39
6 83 38
14 44 73
81 82 61
13 55 22
34 91 7
6 44 83
23 54 44
11 64 27
43 86 34
70 91 72
20 36 59
37 65 70
2 88 17
25 56 3
69 85 4
79 80 81
5 80 73
29 63 7
34 86 13
21 52 64
1 26 17
4 80 42
8 39 2
30 47 91
5 73 33
45 71 19
19 33 94
81 89 77
36 44 44
21 64 74
25 70 59
53 86 81
1 79 28
28 43 65
45 73 65
46 49 85
8 51 12
76 78 51
13 64 84
19 26 54
32 91 70
35 80 34
75 78 20
3 11 2
61 81 77
27 39 43
10 50 44
49 72 10
67 78 30
44 49 4
29 70 23
3 73 99
0 91 7
36 49 14
9 69 63
43 88 56
10 62 54
18 64 90
59 79 97
3 66 59
69 87 26
25 77 75
35 85 4
26 58 29
50 62 86
0 86 13
18 57 50
23 39 55
36 63 70
9 64 69
7 24 3
7 84 54
34 49 80
49 79 26
71 91 31
33 83 24
9 16 28
57 92 15
60 65 21
34 61 90
4 46 3
23 34 61
40 64 61
75 80 42
15 90 3
35 82 56
8 14 79
7 38 59
8 55 80
75 82 88
37 43 14
56 72 73
23 46 71
9 71 85
58 63 41
12 13 24
8 67 90
11 37 4
17 26 96
21 32 81
22 81 4
48 70 10
15 46 81
70 81 26
6 29 70
22 83 50
58 75 51
66 77 87
64 78 22
44 77 62
20 79 24
7 45 75
30 37 45
6 80 8
14 82 44
2 34 49
38 67 51
20 21 19
22 37 55
23 92 15
65 68 98
48 77 26
53 59 31
32 83 97
19 57 9
20 33 29
55 75 67
63 92 47
22 90 66
62 88 52
9 42 40
20 86 40
63 85 7
46 75 46
26 48 10
12 73 24
43 78 10
31 61 82
13 90 45
70 83 48
2 22 15
20 28 35
36 82 15
14 70 10
37 59 92
35 60 27
53 66 47
9 56 96
11 53 82
17 50 35
84 88 23
70 78 54
20 42 91
19 66 71
7 18 76
22 39 77
9 49 56
6 53 9
28 35 41
17 62 45
4 28 96
35 74 83
19 59 31
24 41 36
2 89 82
28 37 87
23 24 15
3 63 29
12 82 86
67 72 79
27 72 20
3 7 97
20 37 97
17 55 5
61 75 99
19 71 41
10 44 66
77 82 54
43 80 32
0 27 51
47 86 17
12 75 46
88 91 90
0 85 29
2 43 87
2 82 15
1 78 20
12 87 56
35 81 99
24 48 52
41 78 52
43 75 38
15 91 92
34 92 21
39 40 32
58 62 84
1 32 25
10 51 82
21 29 51
16 88 47
59 78 89
63 84 74
7 71 36
12 53 41
16 49 92
10 63 92
49 85 58
54 67 63
38 52 11
22 24 88
10 15 21
23 79 48
7 83 46
23 40 93
73 87 9
22 75 26
57 91 7
29 88 11
38 47 17
48 76 69
6 23 92
29 32 79
46 62 79
63 91 90
44 69 38
11 43 36
7 78 52
14 16 42
2 67 26
50 51 90
60 88 3
34 65 22
21 31 73
25 37 58
4 59 51
11 38 42
10 34 47
80 92 66
18 77 84
38 54 33
55 60 3
12 67 73
60 83 9
68 85 45
13 82 21
17 88 6
1 60 83
32 70 79
20 80 62
3 91 63
38 66 43
62 75 34
49 51 19
33 55 17
2 16 37
2 76 88
38 68 89
5 49 94
45 47 80
49 53 65
62 77 80
17 44 84
27 52 13
3 4 67
3 45 68
68 90 15
2 69 48
45 59 90
50 80 23
17 54 21
1 7 48
9 43 78
2 81 58
8 39 83
16 22 69
27 66 69
32 48 74
86 91 41
42 81 90
1 19 58
25 51 90
9 36 38
25 90 18
57 71 24
62 84 96
16 34 79
16 73 7
36 37 85
15 69 12
42 74 50
22 48 3
26 44 54
44 90 86
49 72 91
4 37 22
52 84 25
7 70 79
27 73 85
31 79 70
67 71 71
32 55 90
7 12 74
24 42 74
63 64 40
6 8 79
49 67 97
33 52 45
30 55 9
47 85 9
24 35 34
6 49 53
41 65 34
12 45 17
8 80 33
79 83 5
32 50 96
31 33 75
10 65 2
71 72 62
19 24 8
37 70 40
3 69 7
22 57 65
57 73 46
23 71 24
45 83 29
37 72 86
8 92 43
56 58 71
14 54 13
11 25 75
23 73 70
63 71 56
3 81 17
43 45 9
13 16 43
6 54 23
46 52 9
37 65 46
38 41 66
47 92 25
4 39 44
21 69 44
16 87 39
25 75 29
6 56 69
72 77 36
0 4 38
13 28 53
31 40 91
87 92 57
71 77 5
20 67 95
2 59 2
3 76 23
22 64 81
5 32 8
46 47 15
45 90 45
19 33 70
13 81 64
4 92 28
23 80 86
44 56 20
11 30 18
12 47 39
39 46 40
16 53 24
48 65 97
15 39 95
5 87 65
28 55 51
46 61 71
49 91 36
44 68 30
17 41 54
19 38 40
1 52 59
28 57 97
43 47 31
9 79 3
27 92 30
54 56 67
29 82 9
34 64 14
1 4 18
5 10 3
8 58 4
16 19 39
43 59 41
34 66 60
35 48 98
17 36 60
0 6 60
60 89 41
3 37 44
51 72 30
8 19 49
1 57 29
41 55 15
46 68 87
34 59 20
38 65 5
68 84 37
36 75 56
8 12 9
14 34 30
66 80 11
32 81 51
34 71 30
8 14 55
2 75 80
25 84 67
5 17 19
58 80 21
44 70 52
16 67 56
68 79 43
32 33 10
6 36 86
8 67 66
14 29 36
32 35 56
70 81 2
7 52 91
5 12 25
23 58 57
8 79 76
15 17 66
27 65 61
31 71 46
30 37 21
14 82 20
4 24 4
1 20 96
53 76 11
44 48 47
20 91 10
8 33 81
13 15 86
4 26 50
2 46 35
37 62 16
42 44 21
54 92 16
73 80 74
90 91 24
5 79 92
49 54 79
11 15 5
28 45 5
37 64 62
4 19 10
31 78 62
4 79 61
35 84 47
5 21 87
15 63 10
7 11 66
29 64 72
81 86 23
20 47 61
4 31 20
40 49 78
45 72 84
37 59 68
17 67 15
20 40 21
60 64 64
61 78 23
25 62 11
35 91 63
4 86 77
61 80 69
20 52 31
24 58 16
28 54 67
29 71 88
26 55 2
48 67 7
4 28 72
68 69 24
22 51 63
44 62 79
11 75 5
52 56 18
36 62 89
2 60 67
41 83 22
8 57 20
61 85 39
10 13 5
15 36 11
27 84 6
34 58 63
20 49 83
52 68 28
44 57 85
66 69 90
9 73 25
60 83 90
47 57 2
16 52 16
83 90 4
52 70 74
10 66 16
15 48 21
19 25 22
17 88 87
19 85 73
24 67 78
23 91 58
8 52 26
1 90 6
15 50 67
49 90 28
33 36 48
74 75 39
28 56 89
8 64 36
43 46 23
47 52 8
48 88 79
67 89 8
18 63 58
8 66 82
6 86 67
16 59 32
17 76 53
6 28 62
7 44 94
24 74 94
40 68 23
23 38 23
7 42 21
8 59 42
26 30 79
76 86 81
14 81 63
3 48 16
74 82 55
6 21 22
46 79 59
16 54 38
4 6 43
47 59 24
64 89 24
14 74 23
54 72 9
23 52 79
36 86 28
2 84 6
11 43 12
22 87 12
14 35 68
21 48 53
21 89 54
5 18 57
5 59 58
7 49 37
11 55 22
47 73 80
64 84 30
4 20 99
18 34 13
32 75 49
36 40 33
22 43 90
39 73 90
5 71 68
45 50 4
47 66 40
1 17 12
5 13 63
32 87 59
4 71 37
2 91 22
11 50 28
55 79 29
16 32 33
30 38 86
62 92 14
14 42 84
2 33 17
3 69 88
74 84 77
1 29 22
26 42 8
40 82 55
45 64 60
10 48 79
11 62 38
13 55 79
29 49 8
34 91 64
69 73 51
31 65 44
4 66 43
35 71 29
27 71 39
14 37 90
3 4 43
42 86 60
12 33 64
34 45 69
18 55 85
36 42 55
35 66 35
4 80 99
7 22 38
25 68 70
9 53 18
5 73 90
26 49 24
45 71 76
50 53 81
67 83 81
49 77 61
60 61 10
33 62 9
1 79 85
53 84 65
8 51 69
42 91 30
67 76 41
18 50 91
35 80 91
2 35 39
33 74 19
40 53 10
58 59 30
44 49 61
44 90 62
49 72 67
1 89 22
16 46 65
33 76 65
34 52 85
0 91 64
6 15 95
53 79 71
36 49 71
58 61 76
8 46 75
59 75 35
8 44 2
83 86 99
30 62 25
67 90 97
49 82 4
2 49 95
17 73 23
6 8 55
41 82 14
16 41 71
34 47 91
33 71 71
32 67 76
91 92 48
58 66 46
71 91 88
5 46 91
24 47 20
12 18 75
41 77 20
46 59 25
24 66 70
72 82 6
13 33 23
63 88 36
23 90 50
32 62 82
83 91 42
4 56 24
6 73 49
37 43 71
47 92 1
4 58 70
48 68 21
56 70 57
58 63 98
32 72 19
12 13 81
62 79 47
62 81 93
72 89 22
41 84 36
45 90 21
80 91 58
7 82 14
43 69 5
13 81 40
30 76 57
12 64 19
21 83 76
4 53 76
19 43 10
36 73 10
8 70 14
56 75 27
13 42 85
78 87 32
6 20 14
6 80 65
10 86 50
46 78 51
20 21 76
15 39 71
47 58 16
21 35 35
52 81 22
53 57 42
4 65 86
45 46 99
62 76 99
10 28 45
24 68 92
55 73 78
29 89 25
4 7 81
52 83 68
2 27 66
14 75 61
19 57 66
8 24 19
22 30 72
26 36 57
6 75 71
10 81 56
54 75 93
17 53 40
21 90 92
19 50 26
9 40 24
41 62 31
43 78 67
61 64 48
2 22 72
20 28 92
36 82 72
1 16 4
1 76 55
10 35 61
43 71 27
35 60 84
54 80 63
